B_Age,B_Weight,B_Height,B_avg_td_att,B_avg_sig_str,B_fights,R_Age,R_Weight,R_Height,R_avg_td_att,R_avg_sig_str,R_fights,winner
56,54,80,24,5,5,60,54,85,2,9,4,blue
86,90,89,0,0,2,63,100,100,1,18,5,red
78,77,87,89,8,9,80,77,87,37,26,7,red
67,58,84,1,10,3,71,58,80,20,6,6,red
65,46,80,0,23,4,63,46,78,2,6,2,blue
71,70,85,5,1,4,58,70,87,47,11,7,red
65,64,84,6,6,3,69,64,84,13,17,3,blue
58,43,71,1,49,2,54,43,79,2,20,4,red
56,70,90,0,0,2,84,70,85,33,4,4,red
67,50,78,42,55,6,65,54,78,15,40,6,blue
71,90,90,1,24,3,76,100,90,0,7,2,blue
63,64,84,62,13,7,56,64,84,14,12,6,red
73,93,85,10,16,7,63,100,100,1,18,5,red
82,58,83,26,10,3,71,64,82,20,41,6,red
60,70,89,11,7,4,69,70,84,0,0,1,red
78,100,90,10,29,8,73,90,90,43,11,7,red
76,50,84,3,5,3,71,50,79,9,7,6,red
63,54,79,1,0,2,47,58,82,43,11,7,red
56,46,77,2,17,4,60,46,77,2,24,4,red
60,64,85,3,3,3,54,64,85,13,16,7,red
50,64,85,1,20,2,69,64,85,13,18,7,red
54,70,82,15,19,9,80,70,84,27,13,3,blue
69,64,85,15,16,7,69,64,84,20,9,3,blue
60,54,80,33,10,3,67,54,80,28,4,4,blue
71,54,79,10,11,5,65,54,78,71,17,7,red
73,70,86,5,13,4,76,70,85,0,0,1,red
73,70,86,7,15,3,73,70,89,20,9,4,red
52,43,77,17,17,5,63,43,72,46,8,4,red
71,64,86,0,1,2,63,64,85,22,15,6,red
58,58,83,5,6,3,69,64,83,12,20,4,red
63,50,83,14,3,4,73,50,83,0,0,3,blue
63,54,82,0,0,1,52,50,78,8,13,4,red
56,70,90,0,11,3,56,77,85,7,6,3,blue
71,54,82,9,37,3,65,54,78,15,40,6,red
54,50,80,8,22,2,67,50,80,2,10,2,blue
58,46,83,23,12,4,52,50,78,8,13,4,red
58,70,87,47,11,7,84,70,85,33,4,4,red
60,50,79,28,27,7,54,43,75,37,28,7,blue
71,50,77,2,22,6,65,50,78,0,13,6,blue
56,43,75,0,0,1,54,43,76,0,0,1,blue
67,58,84,8,13,4,60,58,84,20,10,4,blue
63,50,80,2,37,3,76,50,84,3,5,3,blue
71,58,80,26,15,9,71,64,86,33,57,13,red
58,64,85,5,19,2,56,64,84,2,16,3,no contest
73,86,84,0,6,2,56,90,89,61,4,5,red
50,46,78,18,33,7,71,46,78,17,23,7,blue
63,43,73,8,4,3,67,43,76,32,7,6,red
65,64,80,0,23,1,73,64,85,17,14,5,red
65,50,83,8,12,3,58,54,82,0,6,2,blue
54,46,82,56,35,9,76,46,75,4,32,5,red
65,54,78,71,17,7,76,54,79,43,7,5,blue
58,58,84,7,6,3,58,58,83,19,5,5,red
67,54,80,1,1,3,71,54,79,10,11,5,blue
65,54,82,2,5,2,71,54,82,33,16,4,red
80,99,89,10,5,5,80,99,90,1,8,5,blue
52,58,82,70,31,9,82,58,82,26,38,10,blue
78,70,89,34,5,7,60,70,86,23,6,3,red
71,77,84,1,23,3,80,77,87,37,26,7,red
80,77,86,5,18,5,65,77,91,9,14,4,red
60,64,84,0,11,1,58,64,85,8,6,4,blue
58,70,85,11,1,3,73,70,86,7,15,3,blue
63,50,79,2,0,2,52,50,80,11,16,4,red
56,58,80,2,16,3,65,58,83,22,13,5,red
60,54,80,8,8,3,58,54,83,44,31,7,red
65,50,78,24,13,6,67,50,79,14,10,5,blue
76,70,87,0,0,1,78,70,89,34,5,7,red
65,64,84,2,24,8,65,64,85,7,13,5,blue
63,43,79,2,25,5,65,43,73,11,21,4,red
78,88,84,1,1,2,65,94,90,0,9,4,red
63,58,82,26,15,4,71,58,83,41,8,5,red
52,50,80,1,3,2,56,50,80,9,5,3,red
58,58,83,0,9,3,65,58,83,22,13,5,red
65,70,87,0,19,9,60,70,86,42,41,6,red
67,46,76,61,30,5,56,46,77,22,37,7,red
58,50,80,5,4,3,52,50,83,0,0,1,blue
69,70,85,10,22,8,67,70,87,20,15,11,blue
76,46,75,4,32,5,65,46,75,69,68,7,red
58,58,79,5,18,2,69,58,78,19,16,5,red
54,54,84,4,52,10,73,54,80,1,4,3,blue
73,70,87,19,0,4,69,70,87,0,0,1,blue
69,70,89,2,16,6,82,70,86,4,18,5,blue
71,70,86,44,15,8,84,70,85,42,18,6,red
69,46,75,0,10,2,56,46,77,22,37,7,red
80,77,87,37,26,7,63,77,90,16,27,3,red
50,50,79,0,2,1,76,50,80,11,2,3,blue
78,50,82,21,30,8,82,50,78,67,24,8,blue
67,70,87,20,15,11,100,70,84,7,10,7,blue
73,77,87,11,11,6,71,77,83,9,7,7,blue
65,77,91,9,14,4,82,77,84,35,21,7,red
65,64,84,0,1,1,67,64,79,1,0,2,red
58,50,80,5,4,3,67,50,80,7,6,2,blue
65,58,87,21,23,5,69,58,80,0,3,3,blue
71,64,83,0,0,1,52,64,85,0,0,1,red
67,58,82,0,3,1,58,58,85,19,7,5,red
67,54,84,37,12,8,56,54,80,24,5,5,red
80,77,86,0,9,4,73,90,90,43,11,7,red
67,64,83,0,0,1,78,64,84,0,0,1,blue
65,77,89,0,0,2,69,98,89,16,9,10,red
76,64,83,18,8,4,73,70,82,1,1,3,blue
67,58,83,0,11,5,84,58,82,0,0,1,blue
56,70,85,8,18,8,69,70,85,10,22,8,blue
60,50,82,0,10,1,54,50,82,3,18,3,red
65,58,84,8,8,3,82,58,80,3,0,3,blue
56,77,83,2,13,2,80,77,86,69,9,6,no contest
73,95,93,8,17,7,84,86,90,23,18,5,red
54,64,87,0,3,3,45,58,85,13,7,5,blue
78,77,86,8,7,4,78,70,85,15,15,8,blue
60,70,89,11,7,4,82,70,86,3,12,5,red
73,50,79,5,0,3,65,50,80,0,2,2,red
76,70,84,13,18,5,65,70,87,0,19,9,red
50,77,86,2,17,3,65,77,89,20,12,4,red
67,58,80,4,72,6,71,64,86,33,57,13,red
65,58,84,2,6,2,60,58,82,80,24,7,red
69,64,89,32,21,6,63,64,85,54,17,5,red
50,91,87,19,6,3,67,94,89,5,9,3,red
58,54,84,3,17,3,65,54,82,30,41,7,blue
58,70,85,0,12,2,73,70,89,20,9,4,blue
58,54,83,44,31,7,65,54,83,4,32,6,red
63,70,83,18,4,4,71,77,83,9,7,7,red
76,70,86,23,15,7,76,70,89,5,6,3,blue
73,64,85,5,23,7,56,70,85,8,18,8,blue
56,54,90,0,0,1,54,54,84,4,52,10,red
60,70,90,0,24,3,69,70,86,23,28,8,red
52,58,82,70,31,9,80,58,85,22,14,5,red
58,64,86,9,19,3,78,64,85,44,22,5,red
71,58,82,2,18,5,69,64,87,4,16,4,red
58,58,86,0,6,2,67,58,84,37,4,5,red
69,58,84,16,9,2,58,58,84,52,12,2,blue
67,64,85,1,5,2,58,64,85,8,6,4,red
63,70,86,30,20,6,78,70,85,15,15,8,red
58,64,85,7,17,5,67,58,82,14,1,2,blue
56,50,75,11,47,8,76,50,80,11,6,6,blue
63,58,83,1,31,7,60,58,82,5,7,7,red
65,70,87,0,19,9,80,70,85,24,23,7,blue
69,58,83,5,6,3,56,58,84,0,0,1,blue
65,64,83,4,3,2,67,64,85,13,6,3,red
67,70,87,20,15,11,84,70,85,12,0,3,blue
56,64,85,0,6,2,54,64,84,8,15,5,red
63,58,82,6,11,6,69,58,83,27,4,7,blue
58,58,83,40,39,11,71,58,80,26,15,9,blue
58,64,86,9,19,3,76,64,87,6,4,6,red
65,54,82,30,41,7,65,54,78,71,17,7,blue
60,46,77,81,20,8,52,50,79,50,13,6,blue
71,77,86,15,3,7,58,77,89,24,17,4,red
73,70,86,5,13,4,73,70,85,85,25,7,red
73,64,79,12,26,5,71,64,87,30,36,10,red
54,70,82,15,19,9,73,64,82,12,23,7,red
71,50,79,47,13,5,52,50,78,8,13,4,red
65,58,83,12,27,6,60,58,82,5,7,7,blue
60,50,82,1,24,2,73,50,82,12,12,6,red
65,54,84,10,10,7,63,54,82,5,24,4,blue
58,77,86,0,2,1,69,77,86,0,1,2,blue
69,95,87,1,1,2,50,91,87,19,6,3,red
82,64,84,4,17,4,71,64,86,17,26,4,red
76,64,89,17,17,3,71,58,82,2,18,5,red
65,64,85,23,12,4,71,64,85,5,15,3,blue
58,50,76,8,23,4,78,50,82,21,30,8,blue
65,50,78,0,13,6,78,50,78,30,19,7,red
65,50,79,1,19,2,69,50,78,42,6,6,red
71,77,89,23,26,9,80,77,87,37,26,7,red
67,64,82,14,11,7,76,64,84,1,29,6,red
71,58,82,51,30,5,71,64,86,33,57,13,red
78,98,91,21,26,6,67,98,89,0,1,2,red
71,54,80,18,14,5,60,54,80,8,8,3,blue
76,58,80,14,3,3,65,58,84,53,22,6,red
54,64,84,6,18,8,80,64,82,0,0,1,blue
63,58,82,26,15,4,86,58,82,1,4,2,blue
80,70,85,24,23,7,71,70,85,7,19,9,red
84,70,85,42,18,6,80,70,86,45,16,7,blue
71,54,80,18,14,5,67,54,84,37,12,8,red
73,54,80,1,4,3,60,58,82,5,7,7,red
71,64,87,30,36,10,63,64,89,91,28,12,red
65,58,84,53,22,6,82,58,82,26,38,10,red
82,70,86,3,12,5,65,70,87,11,15,8,red
73,50,82,12,12,6,67,50,77,1,19,3,red
65,58,83,12,27,6,60,58,83,26,3,3,red
63,64,89,91,28,12,69,64,89,0,18,4,blue
84,93,87,4,0,2,69,98,89,16,9,10,red
80,50,79,12,23,4,69,50,79,4,20,5,red
86,99,85,44,9,8,93,100,83,2,14,7,red
67,54,78,0,42,2,71,54,80,18,14,5,blue
71,77,87,11,15,5,76,70,89,5,6,3,blue
78,77,87,89,8,9,82,77,84,35,21,7,red
60,58,82,3,20,8,60,58,82,5,7,7,blue
58,64,85,7,17,5,56,64,84,14,12,6,blue
82,54,82,0,28,2,76,54,78,59,26,6,red
58,58,83,0,9,3,63,58,83,32,12,6,red
80,50,80,7,9,4,69,58,80,2,8,4,red
54,50,79,0,27,6,80,50,79,12,23,4,blue
65,50,78,24,13,6,67,50,78,23,31,1,red
63,54,82,5,1,2,63,54,79,8,6,4,red
69,58,80,49,21,4,76,50,77,23,5,4,blue
71,77,83,9,7,7,93,77,92,0,0,1,blue
71,50,79,15,6,4,78,50,78,30,19,7,red
58,50,77,11,3,3,58,50,78,13,9,4,red
69,64,89,32,21,6,65,64,85,23,12,4,red
73,64,84,22,1,2,58,70,86,6,10,4,blue
67,50,79,0,11,3,78,50,80,0,8,3,blue
80,58,79,6,3,3,76,58,83,23,14,5,red
80,100,90,0,7,2,73,93,85,10,16,7,red
82,50,78,67,24,8,80,50,78,62,22,8,red
71,70,85,7,19,9,60,70,86,0,0,1,blue
54,43,75,37,28,7,73,43,77,26,19,3,blue
76,64,85,3,27,9,56,64,84,14,12,6,red
65,58,83,12,27,6,67,58,84,7,46,9,blue
71,64,87,0,14,5,71,64,83,25,2,5,blue
56,77,85,0,1,1,67,77,86,0,0,3,red
65,70,87,0,19,9,71,70,86,44,15,8,red
67,70,86,1,1,2,69,70,86,23,28,8,red
60,54,83,6,9,3,60,54,80,8,8,3,blue
67,58,84,7,46,9,71,64,86,33,57,13,red
60,58,80,22,16,7,67,58,82,41,12,7,no contest
60,54,84,13,7,3,63,58,83,1,31,7,red
73,64,85,5,23,7,80,64,84,56,32,7,blue
69,54,82,23,5,4,63,54,79,2,14,5,red
45,50,76,0,4,1,63,50,80,8,14,3,red
69,64,89,32,21,6,78,64,85,44,22,5,blue
58,64,85,5,19,2,67,64,87,8,25,4,blue
65,54,77,0,0,1,54,54,80,4,9,2,red
69,70,86,23,28,8,60,70,86,42,41,6,red
71,50,79,47,13,5,78,50,82,21,30,8,red
73,64,84,29,2,4,63,64,89,91,28,12,red
86,64,84,8,2,4,76,64,86,23,16,5,red
54,64,85,13,16,7,63,64,85,54,17,5,red
71,64,83,2,9,2,69,64,86,18,7,3,red
67,43,76,32,7,6,63,43,72,46,8,4,blue
71,50,78,2,6,2,67,50,78,42,55,6,red
71,77,87,11,15,5,82,70,86,4,22,8,red
82,77,89,0,10,2,78,88,84,1,1,2,blue
58,70,86,14,8,6,58,70,86,6,10,4,blue
56,46,77,22,37,7,65,46,75,69,68,7,red
65,54,82,45,8,5,52,54,84,33,26,6,red
73,50,79,7,10,3,69,50,78,42,6,6,red
71,64,86,33,57,13,69,58,82,13,20,6,red
82,90,90,3,19,8,73,90,90,43,11,7,red
67,70,87,20,15,11,84,70,85,0,11,5,blue
63,70,86,0,10,4,63,70,86,30,20,6,red
63,58,86,33,19,5,69,58,83,27,4,7,red
63,86,89,0,2,2,80,100,90,0,7,2,blue
63,64,84,66,27,9,65,58,83,19,44,3,blue
71,77,89,23,26,9,63,77,90,16,27,3,red
71,58,85,20,0,2,71,58,83,41,8,5,red
78,58,85,0,0,2,73,58,83,17,0,2,red
58,54,85,5,10,3,52,54,84,33,26,6,red
54,70,85,0,30,1,73,70,86,7,15,3,blue
78,64,85,14,30,6,84,64,86,88,7,6,red
58,58,83,40,39,11,67,58,80,33,18,8,blue
84,64,82,2,13,2,71,70,82,89,14,7,red
56,64,89,15,13,5,58,64,90,2,13,4,blue
54,46,82,56,35,9,60,46,83,31,14,3,blue
65,46,80,0,23,4,60,46,77,81,20,8,red
67,46,76,61,30,5,56,50,75,11,47,8,blue
67,46,79,1,4,2,67,50,79,14,10,5,red
71,77,89,23,26,9,71,77,87,68,15,6,red
69,58,84,10,33,8,80,58,82,25,6,5,blue
73,64,85,5,23,7,58,64,85,9,30,5,blue
69,98,89,16,9,10,82,100,89,0,6,4,red
69,50,80,29,14,4,73,50,77,13,39,3,red
65,50,83,8,12,3,65,50,78,14,9,5,red
63,46,78,2,9,4,56,46,76,2,2,2,blue
58,50,80,11,13,4,76,50,80,11,6,6,blue
65,58,83,7,21,4,60,58,82,5,7,7,red
63,64,84,62,13,7,58,64,85,7,17,5,blue
73,50,83,0,0,3,69,50,78,42,6,6,no contest
67,50,79,14,10,5,78,46,79,19,15,4,red
67,77,86,0,75,1,78,98,91,21,26,6,blue
69,64,83,12,20,4,65,64,83,8,15,5,blue
63,54,82,5,1,2,65,54,78,71,17,7,red
58,58,83,5,6,3,58,58,83,1,29,5,red
63,64,82,49,11,5,63,64,89,91,28,12,red
56,64,84,2,16,3,80,64,86,4,25,5,blue
73,64,79,12,26,5,63,64,86,76,13,6,blue
65,46,76,44,43,6,67,46,77,29,7,6,blue
58,70,86,14,8,6,73,70,87,7,4,2,blue
71,58,84,28,10,3,67,58,80,4,72,6,blue
67,43,75,6,20,3,52,43,77,17,17,5,red
76,88,89,11,9,2,69,98,89,16,9,10,red
91,82,87,0,6,1,80,90,87,18,5,4,blue
67,77,89,35,15,7,76,77,86,4,4,4,red
58,58,83,40,39,11,65,58,83,12,27,6,blue
73,64,85,5,23,7,71,70,82,89,14,7,blue
69,50,77,12,19,3,65,54,78,15,40,6,red
69,77,87,33,18,3,80,77,87,37,26,7,blue
73,50,79,5,0,3,63,50,80,0,0,1,red
80,64,86,4,25,5,80,64,84,56,32,7,red
71,46,76,39,18,4,67,46,77,29,7,6,red
73,58,83,5,10,4,82,58,82,26,38,10,red
78,50,78,30,19,7,65,50,78,41,26,7,red
65,46,80,0,23,4,71,46,78,17,23,7,red
65,54,79,37,4,6,67,50,76,3,5,3,blue
60,64,84,23,24,4,54,64,84,8,15,5,red
60,46,77,2,24,4,54,46,82,56,35,9,red
69,54,82,23,5,4,58,54,86,0,1,3,blue
60,43,73,0,0,1,60,43,76,55,38,5,red
63,64,82,49,11,5,89,64,85,17,10,6,blue
67,58,86,0,0,1,60,58,82,2,7,3,red
50,46,78,18,33,7,60,54,83,10,28,8,red
65,70,87,11,15,8,80,70,86,45,16,7,red
56,90,89,61,4,5,84,90,87,10,0,2,red
60,46,77,81,20,8,67,46,77,29,7,6,red
78,100,90,10,29,8,86,99,85,44,9,8,blue
56,70,90,0,11,3,65,77,89,20,12,4,red
60,54,85,7,8,5,65,58,82,0,7,4,blue
69,58,82,2,58,2,65,58,83,7,21,4,blue
73,46,79,15,33,6,84,43,79,0,0,1,blue
63,64,85,22,15,6,60,64,84,5,8,5,red
76,54,78,14,6,2,80,54,80,39,9,4,red
58,58,83,0,9,3,80,64,80,0,3,2,blue
71,50,79,9,7,6,69,50,80,26,25,4,red
52,54,83,1,13,2,65,58,82,0,7,4,red
67,70,87,20,15,11,82,70,86,4,18,5,red
60,46,77,81,20,8,69,46,76,19,34,5,red
78,58,85,0,0,2,60,58,82,5,9,2,red
60,58,82,3,20,8,67,64,85,0,44,4,blue
65,54,82,30,41,7,71,54,80,9,24,6,red
67,43,75,1,43,4,67,43,76,32,7,6,blue
67,43,75,1,43,4,63,43,78,0,50,7,red
50,64,85,1,20,2,73,64,85,17,14,5,draw
80,58,82,25,6,5,69,58,80,49,21,4,red
73,70,85,85,25,7,56,70,85,8,18,8,red
76,58,80,0,9,1,69,58,82,13,20,6,red
56,64,89,15,13,5,67,64,85,13,6,3,blue
73,50,79,7,10,3,56,50,82,0,0,2,red
50,46,76,47,16,7,67,46,77,29,7,6,blue
69,70,89,2,8,2,60,70,89,11,7,4,red
58,77,86,0,58,1,71,77,89,23,26,9,blue
71,70,89,0,0,1,63,64,86,76,13,6,red
73,70,85,0,5,3,73,70,85,6,13,4,red
60,64,85,0,100,1,71,64,87,30,36,10,red
82,58,84,25,12,3,71,58,84,32,1,4,blue
56,70,85,8,18,8,80,70,86,45,16,7,blue
67,43,75,6,20,3,71,43,72,2,8,2,blue
76,77,87,2,4,3,71,77,89,23,26,9,red
76,64,85,18,6,3,89,64,83,0,0,1,blue
63,64,82,1,0,2,71,64,87,0,14,5,red
69,58,82,13,20,6,71,64,82,20,41,6,blue
58,46,77,4,10,4,60,46,77,2,24,4,red
65,54,83,4,32,6,54,54,84,4,52,10,red
82,43,75,1,1,2,63,43,73,8,4,3,red
69,46,76,100,28,8,67,46,77,29,7,6,red
60,58,80,22,16,7,71,58,82,16,13,4,blue
60,64,83,0,13,6,63,64,84,66,27,9,red
52,54,83,12,28,4,82,54,79,72,14,6,red
54,50,80,14,13,5,54,50,79,0,27,6,blue
52,50,79,50,13,6,65,50,78,14,9,5,red
69,70,85,0,24,1,58,70,87,47,11,7,red
56,64,86,18,13,6,60,70,92,2,10,4,blue
60,46,77,81,20,8,71,46,78,17,23,7,red
60,70,89,8,14,5,73,70,89,20,9,4,red
60,58,82,80,24,7,65,58,83,15,30,6,red
69,58,84,11,4,4,71,58,82,1,14,2,blue
76,43,77,50,9,5,63,43,72,46,8,4,red
58,58,85,19,7,5,80,58,85,22,14,5,red
63,46,78,2,9,4,56,46,77,22,37,7,red
82,54,79,72,14,6,71,54,80,9,24,6,red
58,54,83,44,31,7,71,54,84,8,8,2,blue
80,99,89,10,5,5,93,100,83,2,14,7,red
69,58,84,10,33,8,82,58,82,26,38,10,red
65,77,84,0,1,1,67,77,86,0,0,3,blue
69,58,84,16,9,2,76,58,80,14,3,3,blue
82,58,80,3,0,3,71,58,83,0,0,1,red
69,54,82,0,21,3,76,54,80,1,31,5,blue
60,58,82,2,7,3,54,58,82,3,69,3,blue
56,64,86,18,13,6,71,70,89,0,0,1,blue
65,50,78,9,22,4,65,50,84,11,14,3,blue
58,54,84,3,17,3,73,54,82,13,0,3,blue
56,58,79,4,16,2,67,58,82,7,15,5,red
71,64,87,30,36,10,63,64,84,66,27,9,red
78,50,78,21,29,6,80,50,78,62,22,8,red
65,100,87,30,13,5,86,99,85,44,9,8,red
63,77,90,2,20,2,58,77,89,2,26,4,blue
78,77,86,0,13,2,71,77,89,23,26,9,red
69,77,87,2,3,2,60,77,89,0,0,1,blue
80,46,77,20,1,2,65,46,73,0,8,2,red
69,50,77,5,4,2,65,50,80,5,11,4,red
76,43,75,0,15,1,54,43,76,10,11,4,red
73,95,93,8,17,7,84,86,90,23,18,5,red
54,64,87,0,13,1,56,64,89,15,13,5,red
78,70,89,34,5,7,73,70,87,7,4,2,blue
76,70,89,0,0,2,63,70,86,2,2,2,red
58,54,82,0,2,3,65,54,82,45,8,5,red
58,70,86,14,8,6,76,70,86,23,15,7,blue
73,64,82,12,23,7,76,64,84,1,29,6,blue
54,64,84,6,18,8,73,70,87,19,0,4,red
54,54,79,0,15,3,65,58,82,0,7,4,red
54,58,82,2,8,2,69,58,83,27,4,7,red
65,58,80,0,2,2,63,58,83,32,12,6,red
58,58,83,40,39,11,60,58,84,20,10,4,red
54,46,78,1,6,3,67,46,79,1,4,2,blue
56,54,80,14,7,4,67,50,79,0,11,3,blue
86,99,85,44,9,8,84,94,89,0,12,2,red
60,64,83,0,13,6,67,58,82,14,1,2,red
82,58,80,0,6,4,71,58,80,26,15,9,red
71,70,86,44,15,8,69,70,85,10,22,8,blue
58,70,87,47,11,7,82,70,86,3,12,5,blue
78,77,87,89,8,9,76,77,90,0,0,1,blue
65,100,87,30,13,5,63,100,100,1,18,5,blue
60,64,83,0,13,6,52,58,82,70,31,9,red
71,58,82,2,18,5,58,64,85,8,6,4,blue
65,64,87,1,3,2,78,64,86,12,4,3,red
73,92,90,7,7,2,73,95,93,8,17,7,red
65,77,87,15,5,5,67,77,86,0,0,3,red
78,77,87,89,8,9,78,77,86,0,13,2,blue
76,58,82,15,9,3,63,58,79,0,0,1,blue
63,54,79,2,14,5,69,54,83,89,29,7,red
63,54,79,1,1,2,58,54,86,0,1,3,blue
100,70,84,7,10,7,82,77,84,35,21,7,red
69,64,86,18,7,3,60,64,85,3,3,3,red
45,58,85,13,7,5,76,58,82,15,9,3,blue
71,50,77,2,22,6,65,50,84,11,14,3,blue
82,50,79,5,17,3,58,50,79,53,29,7,red
47,43,77,1,19,2,54,43,79,2,20,4,red
52,50,80,11,16,4,67,50,80,7,6,2,red
71,77,87,11,15,5,69,70,86,23,28,8,blue
80,58,82,25,6,5,71,58,84,11,24,8,red
65,54,79,0,36,1,65,54,78,71,17,7,blue
65,54,79,7,11,2,65,54,82,45,8,5,red
69,54,86,5,26,5,54,54,84,4,52,10,red
76,54,79,0,34,1,69,54,86,5,26,5,blue
54,50,80,14,13,5,69,50,80,26,25,4,blue
65,46,73,0,8,2,69,46,76,100,28,8,red
69,54,83,4,9,2,65,58,82,0,7,4,blue
69,58,84,11,4,4,69,58,83,5,6,3,red
63,43,78,0,50,7,76,43,77,50,9,5,blue
69,46,76,0,0,1,60,46,83,1,0,2,red
69,50,80,26,25,4,67,50,78,42,55,6,blue
80,99,89,10,5,5,82,90,90,3,19,8,red
56,50,80,9,5,3,58,50,78,6,3,5,red
56,46,77,2,17,4,67,46,76,61,30,5,red
78,77,87,89,8,9,58,70,87,47,11,7,blue
67,43,78,17,36,5,73,46,79,15,33,6,blue
67,70,87,20,15,11,80,70,86,45,16,7,red
